id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,reviews.userProvince,reviews.username
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-02-20T00:00:00.000Z,2017-04-03T19:50:50Z,"2017-04-03T03:02:00.000Z,2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=48,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=63,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=97","I purchased this on Black Friday because I could pass on the price. The tablet works great for basic internet needs and great for shopping on Amazon. If I were to purchase another Android Tablet, I will look for something with a little more power since this tablet slows when multi-tasking.",Great black friday price for this tablet,,,Jerichodaman,,Jerichodaman
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-24T00:00:00.000Z,2017-03-10T06:27:42Z,"2017-03-09T19:47:00.000Z,2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,-1,,0,2,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=244,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=277","If you shop on Amazon all the time, this will help make it easier still. Lots of ads pop up, and you can't use apps from non-Amazon sources unless you root it, and that is complicated. This is not a realistic alternative to an iPad or Galaxy Note. If you just want to a device to shop on Amazon with, you'll love it.",It is a shopping device,,,Economessed,,Economessed
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-19T00:00:00.000Z,2017-05-21T05:51:32Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,-1,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=305,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=338","not good, hate it , never buy it again, sucks. done",hate it,,,khob,,khob
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-19T00:00:00.000Z,2017-05-21T05:51:32Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,-1,,2,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=305,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=338","A great Kindle reader. Easy to order, read and store books. Also speedy for finding Amazon products and ordering them. But the other apps are really slow - too slow.",A nice Kindle Reader,,,Buyer1,,Buyer1
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-12T00:00:00.000Z,2017-05-21T05:51:34Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,-1,,0,3,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=311,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=344","I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",Ok for a young person,,,Sandy,,Sandy
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-10-20T00:00:00.000Z,2017-05-21T05:51:37Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,-1,,4,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=320,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=353",This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.,More ideal for a child or teen.,,,Jerry,,Jerry
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-10-19T00:00:00.000Z,2017-05-21T05:51:37Z,2017-04-30T00:39:00.000Z,,-1,,1,3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=320,"This was a good tablet. I bought it for my Gf who basically only wanted it for Netflix and YouTube. The display was good, not great. The issue we had was that it kept dropping the wifi connection. This could have been a defect in this one tablet but we returned it and got another one.",Good tablet bad wifi connection,,,Manny,,Manny
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-15T00:00:00.000Z,2017-05-21T05:55:21Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,2,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=7,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=40","I have always gone to buy a kindle because I like the books and th games available. But I found them very unpredictable and unreliable. The color burns futon screen, then the screens starts jumping. As a result I have purchased 8 over the years. Not sure if Want to go through that for the 9th time!",Disappointed,,,Rutele,,Rutele
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-15T00:00:00.000Z,2017-05-21T05:55:21Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=7,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=40",My kids enjoy reading books and playing games on the fire tablet.,Great product and cost!,,,Lilly,,Lilly
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-19T00:00:00.000Z,2017-05-21T05:55:22Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,2,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=5,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=39",My wife wanted an iPad. I bought her this because it was cheaper and good for reading and playing games. She uses iOS products so it's not compatible. She hardly ever uses it. Next time I'll get what she wants and not waste my money.,Not What She Wanted,,,GaryB,,GaryB
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-07T00:00:00.000Z,2017-05-21T05:55:23Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=12,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=45",Freeze frequently... No way to trouble shoot or repair it...,Very poor.,,,RayAraya,,RayAraya
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-07T00:00:00.000Z,2017-05-21T05:55:24Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,3,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=14,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=47","This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",Not an iPad by any means,,,RudysReview,,RudysReview
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-03-31T00:00:00.000Z,2017-05-21T05:55:26Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,3,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=19,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=52","Worse graphics, won't keep a wireless connection,overall not satisfied",Not like the older model,,,Mike,,Mike
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-03-26T00:00:00.000Z,2017-05-21T05:55:27Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=21,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=54","I went with this tablet based on many good customer reviews, but my experience was not a good one. From the start I was on the phone every day for at least an hour with Amazon tech support for one issue or another. Most of the techs were very polite, but not all knew the product very well. At one point I asked one of them about trying to save some RAM and they kept referring me to the storage, which told me they didn't even know the difference between RAM and regular storage. The internet browser was basic and it ran very slow at times, even when all my other wifi devices ran great. Then a day would pass and I'd be trying to type an email and the keyboard would just stop working...wtf??? Come to find out it's a ""known issue"" and ""they're working on it"". After two weeks of one thing after another I got fed up and just returned it. I wanted it to work, and gave it a good run, but just not quality stuff. To me it was like Walmart trying to build their own computer when they're obviously not a computer manufacturer, neither is Amazon. If I were you I'd look at a regular Android tablet from a reputable PC manufacturer, which is exactly what I did next. I got an ASUS tablet for only a few dollars more, and it's unbelievable. 1000% better in comparison to the Amazon Fire HD8. Save yourself the aggravation and go with ASUS or some other company that is specifically in the computer business full time. Sorry Amazon, not this time!",NOT WORTH IT,,,Paul76867467,,Paul76867467
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-03-19T00:00:00.000Z,2017-05-21T05:55:29Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,-1,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=60",I purchased the 8 inch device. Also purchased black cover.I played for it and asked if I could get it set up and was told it would be 40 more dollars. I did not have 40 more dollars so I left the store with my kindle and had someone else set it up for free. I was disappointed I had to get someone else to set up my kindle.,Great device,,,monkey,,monkey
